GI number	Length	Count
GI:15224659	537	3
GI:15224660	271	5
GI:18400697	509	4
GI:42569297	1111	11
GI:186502864	50	1
GI:42569299	182	15
GI:15224677	355	24
GI:15224678	236	8
GI:15224679	469	50
GI:145329613	277	2
GI:18400719	296	2
GI:18400721	218	1
GI:15224682	380	4
GI:15224683	468	12
GI:18400735	964	8
GI:15224685	461	7
GI:15224686	527	50
GI:238479353	124	1
GI:18400745	1384	25
GI:240254528	596	13
GI:79323022	102	1
GI:18400749	240	9
GI:30682687	354	6
GI:15224691	44	0
GI:240254530	414	50
GI:15224693	234	28
GI:186502908	385	12
GI:15224695	155	2
GI:42569309	358	5
GI:42569311	545	4
GI:18400785	291	1
GI:240254532	745	5
GI:238479361	745	5
GI:79323027	79	1
GI:79562781	346	18
GI:42570915	83	2
GI:30682715	210	2
GI:145329615	111	6
GI:145360308	1673	2
GI:15224710	693	2
GI:15224711	219	14
GI:79323033	79	1
GI:18400804	643	3
GI:18400806	241	3
GI:145329617	213	3
GI:15224713	373	23
GI:42569316	603	21
GI:18400820	377	6
GI:186502953	162	1
GI:145360312	740	11
GI:18400827	653	11
GI:15224728	671	48
GI:15224730	359	43
GI:18400834	423	3
GI:240254535	935	42
GI:145360316	403	10
GI:145329619	154	5
GI:18400846	628	2
GI:186502965	98	2
GI:18400850	103	1
GI:15224742	347	10
GI:15224744	655	4
GI:15224746	1065	26
GI:15224749	656	29
GI:15224750	206	1
GI:145329621	204	3
GI:18400868	288	3
GI:186502978	288	3
GI:79563130	615	48
GI:15224760	381	4
GI:30682817	888	10
GI:30682820	200	1
GI:15224764	178	3
GI:15224766	392	37
GI:30682825	152	2
GI:30682832	151	2
GI:30682835	489	50
GI:79563173	745	4
GI:18400896	386	4
GI:42569320	2146	1
GI:30682853	318	3
GI:18400901	318	3
GI:15225170	456	2
GI:79323041	98	3
GI:79323049	324	3
GI:15225171	324	3
GI:186503027	49	0
GI:18400912	163	18
GI:18400914	367	6
GI:30682866	367	6
GI:18400916	117	1
GI:18400918	2464	1
GI:18400921	119	1
GI:30682879	476	5
GI:30682884	547	1
GI:30682888	673	22
GI:42570917	676	22
GI:15225189	167	3
GI:79323057	167	3
GI:15225190	153	1
GI:15225191	960	33
GI:145360324	987	6
GI:15225195	249	31
GI:145360327	225	16
GI:18400953	331	1
GI:42570921	396	3
GI:30682913	408	3
GI:42570919	412	3
GI:79323064	786	16
GI:18400958	800	16
GI:30682917	787	16
GI:30682927	584	1
GI:79563343	288	50
GI:186503078	256	27
GI:42569328	149	3
GI:15225213	315	12
GI:18400976	341	2
GI:79323071	342	2
GI:18400978	280	1
GI:15225220	695	1
GI:15225226	478	7
GI:18400986	204	1
GI:186503094	50	1
GI:15225229	632	3
GI:15225232	449	50
GI:30682962	19	0
GI:79323080	479	3
GI:42569332	461	3
GI:15225238	80	5
GI:15225243	80	5
GI:42570923	369	44
GI:15225244	442	47
GI:79323090	442	47
GI:15225245	190	15
GI:15225246	221	4
GI:18401018	352	3
GI:79323100	337	3
GI:30682996	250	4
GI:15225249	1044	3
GI:30683005	371	18
GI:186503144	309	1
GI:15225252	104	1
GI:42569335	398	23
GI:42570925	384	22
GI:18401040	717	50
GI:15225255	345	23
GI:186503155	290	11
GI:145360337	331	8
GI:30683024	522	4
GI:30683028	439	6
GI:15225258	416	19
GI:18401055	532	9
GI:42570317	565	2
GI:30683047	190	2
GI:145329951	167	2
GI:15225267	309	1
GI:15225269	108	2
GI:15225270	550	22
GI:42569340	564	6
GI:79323109	473	6
GI:186503186	68	1
GI:15225274	470	3
GI:15225276	567	1
GI:15225277	424	50
GI:15225278	383	4
GI:42569342	398	2
GI:15225284	109	1
GI:15225286	976	50
GI:145360347	253	1
GI:18401101	381	1
GI:79563681	387	5
GI:15225294	173	1
GI:15225296	480	35
GI:15225297	389	11
GI:15225298	199	7
GI:240254538	527	12
GI:15225304	705	15
GI:145329953	361	5
GI:145329955	361	5
GI:18401127	416	7
GI:15225308	547	50
GI:30683114	614	50
GI:15225312	585	1
GI:30683129	487	1
GI:15225316	452	30
GI:15225317	465	10
GI:30683145	125	3
GI:145329957	93	3
GI:18401147	125	3
GI:15225319	551	18
GI:186503240	33	0
GI:18401152	145	1
GI:15225326	317	3
GI:79323119	290	3
GI:18401160	321	1
GI:186503250	38	0
GI:42569350	354	6
GI:15225332	407	9
GI:15225334	807	4
GI:30683179	164	8
GI:30683176	164	8
GI:79323128	300	3
GI:18401185	300	3
GI:79323137	300	3
GI:18401187	388	50
GI:30683187	294	50
GI:30683189	1249	3
GI:15225765	402	50
GI:15225767	509	22
GI:15225768	857	11
GI:15225770	287	4
GI:15225771	282	6
GI:186503279	234	6
GI:18401209	319	1
GI:30683214	577	50
GI:79602205	138	3
GI:42569356	525	48
GI:15225777	520	20
GI:15225779	206	4
GI:15225780	658	50
GI:15225781	321	9
GI:15225782	320	9
GI:15225784	387	22
GI:15225786	496	4
GI:30683247	496	4
GI:30683255	1866	1
GI:15225790	799	2
GI:30683260	433	3
GI:30683266	355	3
GI:18401240	468	3
GI:186503318	256	3
GI:186503314	256	3
GI:186503322	209	3
GI:15225799	463	21
GI:15225800	374	6
GI:30683279	273	2
GI:42569359	371	3
GI:42570929	355	50
GI:15225804	405	50
GI:145329959	78	1
GI:15225806	514	6
GI:42569363	184	3
GI:186503345	2236	2
GI:42569365	2554	2
GI:30683305	409	6
GI:15225814	1420	15
GI:15225819	646	2
GI:15225820	383	1
GI:15225821	286	1
GI:240254540	382	50
GI:15225824	427	50
GI:30683321	222	2
GI:79323145	218	2
GI:30683324	145	5
GI:79323154	425	50
GI:30683328	382	50
GI:30683332	375	50
GI:30683336	441	50
GI:79592682	451	50
GI:18401293	439	1
GI:15225832	514	50
GI:15225834	498	48
GI:15225839	249	18
GI:30683369	181	44
GI:15225840	149	44
GI:30683366	113	22
GI:42570931	163	3
GI:18401305	924	10
GI:15225842	584	6
GI:145360375	1020	33
GI:15225844	575	7
GI:18401317	260	5
GI:42570933	260	5
GI:15225846	743	9
GI:18401322	720	1
GI:79323163	706	17
GI:30683396	851	16
GI:18401324	851	16
GI:42569372	2138	3
GI:18401329	176	1
GI:18401331	224	2
GI:79323212	79	1
GI:145329961	1332	8
GI:15225852	1332	8
GI:145329963	132	2
GI:145360379	108	2
GI:145329965	1204	2
GI:145360381	1204	2
GI:18401348	165	1
GI:186503429	469	19
GI:15225856	537	3
GI:42569377	1006	32
GI:186503437	431	21
GI:186503439	124	1
GI:186503441	34	0
GI:18401363	650	8
GI:79323241	650	8
GI:15225860	506	15
GI:42569379	94	3
GI:42570935	92	3
GI:186503443	96	3
GI:18401372	243	1
GI:15225863	231	1
GI:18401379	427	3
GI:18401381	323	3
GI:18401383	201	1
GI:15225866	335	50
GI:15225867	337	3
GI:42570937	120	9
GI:79564390	323	38
GI:30683481	116	1
GI:42570939	258	6
GI:145329967	258	6
GI:79323249	258	6
GI:42569383	218	6
GI:42570941	506	5
GI:186503523	506	5
GI:79602271	506	5
GI:30683489	505	5
GI:18401397	505	5
GI:15225872	394	44
GI:15225873	221	6
GI:15225875	761	2
GI:145361603	173	1
GI:15225876	134	1
GI:42570947	52	4
GI:15225878	309	5
GI:18401420	348	35
GI:30683515	438	3
GI:18401429	299	2
GI:30683525	326	2
GI:18401431	745	1
GI:15225884	275	1
GI:186503561	228	5
GI:30683542	232	2
GI:15225886	232	2
GI:79323267	314	50
GI:18401444	392	50
GI:42570949	377	50
GI:30683549	282	5
GI:15225888	155	4
GI:18401449	347	50
GI:30683566	216	5
GI:18401451	216	5
GI:30683572	81	1
GI:15225891	35	0
GI:15225892	175	6
GI:15225893	273	17
GI:15225894	163	11
GI:18401468	372	1
GI:15226199	435	50
GI:15226200	868	50
GI:42569387	1122	16
GI:42569389	1106	17
GI:15226210	718	8
GI:42569391	293	21
GI:18401495	384	1
GI:15226228	495	34
GI:186503604	480	6
GI:15226229	479	6
GI:15226230	115	8
GI:42570951	115	8
GI:30683617	115	8
GI:238479374	130	3
GI:15226231	115	8
GI:238479376	127	6
GI:18401511	113	1
GI:15226234	174	11
GI:15226237	181	3
GI:18401518	466	8
GI:15226242	320	8
GI:30683641	112	2
GI:18401526	100	2
GI:15226245	368	5
GI:42569396	240	3
GI:145360404	442	11
GI:145329969	542	17
GI:79602299	589	17
GI:30683653	709	18
GI:15226259	424	8
GI:18401542	190	1
GI:30683663	203	2
GI:30683668	181	2
GI:15226264	389	6
GI:30683679	997	11
GI:79323290	1124	2
GI:30683681	1124	2
GI:42570955	389	3
GI:79323323	394	3
GI:18401564	461	3
GI:240254545	189	13
GI:15226289	237	4
GI:30683697	767	2
GI:15226294	87	2
GI:15226297	83	2
GI:240254548	1057	4
GI:15226313	584	21
GI:15226314	586	11
GI:15226315	396	17
GI:15226316	70	3
GI:15226317	392	17
GI:30683732	395	17
GI:15226322	462	1
GI:18401611	114	1
GI:30683745	730	13
GI:15226332	482	21
GI:18401625	124	1
GI:15226333	245	6
GI:30683758	506	1
GI:30683763	166	1
GI:42570324	448	4
GI:15226338	577	13
GI:42569403	458	1
GI:42569405	211	3
GI:30683784	540	6
GI:30683788	318	1
GI:15226351	617	11
GI:42569407	847	17
GI:18401659	216	5
GI:79564965	286	6
GI:30683808	217	9
GI:15226358	756	21
GI:30683816	219	3
GI:42569409	660	1
GI:30683822	565	50
GI:79323330	565	50
GI:15226370	678	25
GI:15226371	248	7
GI:145329971	3543	25
GI:30683830	3574	25
GI:30683833	3529	25
GI:18401696	213	12
GI:238479383	374	24
GI:30683846	374	24
GI:30683843	374	24
GI:186503767	342	15
GI:42569411	737	13
GI:18401708	154	1
GI:15226388	315	19
GI:15226389	693	31
GI:18401715	78	1
GI:240254550	788	4
GI:18401722	179	6
GI:18401724	434	7
GI:18401727	607	1
GI:15226394	162	3
GI:186503787	40	0
GI:79323338	83	1
GI:18401732	115	1
GI:18401734	184	5
GI:186503798	43	0
GI:18401736	85	1
GI:15226398	268	1
GI:30683900	809	1
GI:145360423	720	50
GI:30683905	852	22
GI:15226402	372	7
GI:15226403	511	3
GI:79565313	232	33
GI:186503813	48	0
GI:18401763	288	33
GI:30683925	817	3
GI:79565326	882	4
GI:145323089	960	4
GI:18401775	449	23
GI:42570959	381	23
GI:186503833	338	4
GI:238479387	243	4
GI:79565337	371	4
GI:79323389	370	4
GI:18401779	78	1
GI:79565346	536	8
GI:15226901	424	50
GI:15226904	502	1
GI:30683953	232	1
GI:15226914	244	4
GI:15226915	1076	50
GI:42570961	98	1
GI:15226916	476	22
GI:186503850	605	14
GI:15226919	573	15
GI:30683975	265	6
GI:186503852	299	1
GI:238479389	226	7
GI:15226923	447	7
GI:15226926	356	2
GI:30683983	231	3
GI:42569418	329	11
GI:15226942	156	6
GI:15226943	151	11
GI:30683993	112	2
GI:15226944	103	10
GI:15226947	56	1
GI:42570963	343	15
GI:15226950	343	15
GI:145329973	343	15
GI:30684006	796	2
GI:15226956	249	29
GI:30684018	348	5
GI:186503883	342	5
GI:15226968	462	5
GI:30684022	340	41
GI:240254552	962	29
GI:30684032	456	4
GI:186503895	442	4
GI:15226974	493	4
GI:15226976	493	4
GI:18401885	156	1
GI:30684045	919	5
GI:15226985	654	21
GI:15226998	148	1
GI:18401896	332	1
GI:15227000	145	1
GI:79323397	412	50
GI:79323399	415	50
GI:42569425	423	50
GI:30684071	343	50
GI:42570965	462	50
GI:15227005	257	29
GI:42569427	880	50
GI:15227015	786	50
GI:15227017	884	50
GI:42569429	872	50
GI:18401926	133	2
GI:15227020	720	11
GI:79323419	78	2
GI:145329975	346	12
GI:42569431	389	12
GI:15227022	1336	21
GI:42570967	312	8
GI:30684115	280	8
GI:30684118	809	49
GI:15227033	482	26
GI:15227034	940	24
GI:30684127	947	24
GI:79565702	952	24
GI:30684136	115	1
GI:15227037	573	21
GI:15227038	964	12
GI:15227040	268	35
GI:42569434	107	22
GI:15227050	169	1
GI:15227051	972	12
GI:15227052	968	12
GI:30684163	878	1
GI:15227054	627	49
GI:15227058	623	50
GI:15227060	322	26
GI:186503972	61	1
GI:186503975	262	28
GI:15227069	262	28
GI:15227070	263	23
GI:15227071	262	22
GI:15227072	269	23
GI:15227073	260	24
GI:42569437	307	24
GI:30684202	262	24
GI:186503994	202	22
GI:15227075	269	24
GI:42570969	225	22
GI:79323427	231	23
GI:15227076	271	27
GI:42570329	268	25
GI:15227078	362	40
GI:145329977	177	10
GI:145329979	219	10
GI:42570971	253	10
GI:18402028	272	10
GI:30684225	260	10
GI:15227080	318	35
GI:42569441	375	6
GI:15227082	227	29
GI:15227083	84	2
GI:15227084	223	28
GI:15227085	224	29
GI:186504030	43	0
GI:15227086	224	28
GI:15227087	225	28
GI:15227550	225	29
GI:15227551	224	29
GI:15227552	153	8
GI:15227553	839	5
GI:42570331	289	4
GI:42570973	251	4
GI:145329981	83	3
GI:18402072	83	3
GI:238479394	107	3
GI:79323435	122	3
GI:15227556	122	3
GI:145329983	139	3
GI:15227559	449	18
GI:15227561	475	3
GI:15227564	264	2
GI:15227567	483	4
GI:18402093	158	1
GI:15227579	415	40
GI:15227269	401	5
GI:15227582	747	4
GI:186504083	41	0
GI:30684307	644	2
GI:15227584	644	2
GI:15227587	360	2
GI:42570975	400	10
GI:15227589	512	10
GI:30684317	398	10
GI:186504089	60	1
GI:18402112	373	7
GI:18402115	536	5
GI:186504098	40	0
GI:18402117	539	3
GI:30684328	508	3
GI:15227604	621	4
GI:18402122	145	2
GI:15227606	467	25
GI:18402126	427	7
GI:15227610	467	25
GI:15227613	474	32
GI:15227616	481	32
GI:15227619	738	50
GI:15227632	387	33
GI:15227633	398	35
GI:186504126	362	40
GI:15227634	80	1
GI:15227635	414	31
GI:15227636	383	45
GI:15227638	388	29
GI:15227640	383	45
GI:145360461	293	6
GI:42569455	284	4
GI:15227649	240	38
GI:15227662	139	8
GI:15227663	308	4
GI:145323093	911	6
GI:18402176	909	6
GI:15227665	397	2
GI:30684403	352	50
GI:30684406	335	50
GI:15227667	187	1
GI:42570977	339	50
GI:42570979	459	50
GI:42569459	459	50
GI:42569461	1426	16
GI:15227672	125	1
GI:15227674	201	25
GI:145329985	191	23
GI:18402202	1002	8
GI:15227683	386	6
GI:30684423	288	6
GI:15227684	508	6
GI:18402216	71	1
GI:18402218	110	3
GI:18402220	398	44
GI:15227687	396	49
GI:186504188	41	0
GI:15227689	463	46
GI:15227692	302	3
GI:15227700	217	3
GI:15227701	712	15
GI:15227702	341	15
GI:15227703	386	5
GI:30684470	897	2
GI:18402264	1080	4
GI:238479397	288	3
GI:18402266	176	2
GI:18402268	193	33
GI:145329987	454	36
GI:15227716	455	35
GI:15227717	440	15
GI:15227718	331	6
GI:145329989	221	6
GI:18402284	298	6
GI:79602384	369	2
GI:18402286	393	2
GI:15227721	570	21
GI:15227723	358	50
GI:15227725	177	3
GI:15227727	831	13
GI:15227728	393	30
GI:15227729	232	5
GI:30684527	182	1
GI:30684530	346	1
GI:15227732	625	9
GI:15227733	500	8
GI:15227734	359	50
GI:15227735	510	1
GI:15227736	152	1
GI:30684548	268	33
GI:42570335	334	2
GI:42569467	368	2
GI:15227739	435	50
GI:186504256	56	1
GI:30684562	230	1
GI:15227741	519	13
GI:15227742	512	3
GI:42570337	195	2
GI:15227743	320	3
GI:18402340	113	1
GI:30684581	112	4
GI:186504271	100	4
GI:15227746	78	1
GI:79323486	84	4
GI:30684587	340	3
GI:240254554	353	15
GI:238479401	353	15
GI:30684597	790	3
GI:186504293	463	4
GI:42570983	566	4
GI:42569469	621	4
GI:145329991	705	4
GI:15224514	505	40
GI:42569471	517	13
GI:42570985	321	1
GI:79323495	545	31
GI:145329993	545	31
GI:30684610	593	31
GI:18402380	371	4
GI:15224519	102	13
GI:30684625	464	14
GI:18402385	529	14
GI:15224530	171	1
GI:15224531	133	1
GI:30684642	610	16
GI:18402394	420	4
GI:18402397	380	16
GI:30684653	809	4
GI:30684657	809	4
GI:79323521	809	4
GI:79323512	809	4
GI:30684662	190	6
GI:15224536	273	2
GI:15224537	531	4
GI:42570987	552	4
GI:145360486	378	12
GI:42569479	378	12
GI:15224550	262	25
GI:79566859	274	1
GI:186504335	760	7
GI:42570989	199	2
GI:18402430	199	2
GI:30684693	480	3
GI:18402435	440	1
GI:42569481	455	3
GI:15224556	338	50
GI:15224557	366	50
GI:30684709	503	50
GI:186504360	47	0
GI:15224569	92	1
GI:42569483	503	50
GI:15224571	452	2
GI:42569485	261	3
GI:42570340	1299	22
GI:42569487	106	3
GI:79323533	421	3
GI:42569489	421	3
GI:15224575	358	47
GI:15224576	362	49
GI:15224581	215	17
GI:145329995	166	16
GI:15224582	215	17
GI:42570991	381	2
GI:30684745	504	2
GI:15224584	257	2
GI:15224585	367	42
GI:15224586	378	3
GI:42570993	378	3
GI:15224587	322	1
GI:18402500	42	0
GI:18402503	164	2
GI:186504402	159	6
GI:79323542	227	11
GI:42570995	447	50
GI:15224589	445	50
GI:42570997	56	2
GI:30684767	695	49
GI:15224591	260	1
GI:15224592	430	9
GI:186504418	430	9
GI:15224593	412	50
GI:42570999	52	1
GI:79323548	593	3
GI:79567094	593	3
GI:186504431	563	3
GI:145329997	81	1
GI:42569496	775	50
GI:186504438	39	0
GI:15224597	760	15
GI:15224598	489	15
GI:15224599	83	2
GI:18402535	350	1
GI:15224605	200	4
GI:42569499	527	3
GI:79323586	667	7
GI:18402545	361	8
GI:30684811	80	1
GI:30684817	86	1
GI:42570343	81	2
GI:18402551	81	2
GI:18402553	75	1
GI:240254556	414	14
GI:42569501	216	36
GI:145329999	364	42
GI:18402569	419	1
GI:30684839	205	2
GI:186504468	46	0
GI:30684844	309	3
GI:18402578	219	11
GI:145330001	401	4
GI:42569504	563	4
GI:15224628	249	50
GI:18402585	433	2
GI:18402587	146	15
GI:30684865	428	5
GI:30684870	129	2
GI:186504492	43	0
GI:30684875	458	4
GI:30684878	243	11
GI:30684882	617	1
GI:15224641	524	3
GI:30684887	866	1
GI:15224645	571	2
GI:186504498	55	1
GI:79323617	723	8
GI:186504501	34	0
GI:30684893	720	8
GI:79323663	737	8
GI:15224649	415	14
GI:79323710	415	14
GI:15224651	378	3
GI:18402623	107	1
GI:15224653	188	25
GI:30684908	983	3
GI:145330003	60	1
GI:42569511	559	1
GI:42571001	70	2
GI:15224661	324	7
GI:30684920	323	7
GI:18402641	307	9
GI:79593542	398	16
GI:145323100	398	16
GI:30684932	398	16
GI:15224665	398	16
GI:79323783	377	16
GI:18402646	238	7
GI:15224669	325	10
GI:15224671	918	20
GI:18402657	199	1
GI:15224674	209	3
GI:145323103	185	4
GI:15224675	179	3
GI:186504542	162	2
GI:18402667	250	1
GI:145330326	377	4
GI:18402669	379	4
GI:15225088	244	2
GI:15225089	387	50
GI:42569516	472	2
GI:18402682	71	1
GI:15225092	582	50
GI:42569518	562	12
GI:240254559	575	1
GI:15225096	360	50
GI:18402700	219	49
GI:30684991	202	6
GI:42571003	202	6
GI:15225103	169	8
GI:42569521	567	4
GI:15225105	240	2
GI:42571005	216	4
GI:42569523	301	4
GI:15225107	250	3
GI:15225108	255	42
GI:30685011	1062	11
GI:30685014	1040	3
GI:15225120	263	2
GI:15225121	219	50
GI:15225122	484	14
GI:15225123	131	1
GI:18402739	105	2
GI:15225125	313	4
GI:18402744	149	4
GI:42569528	153	9
GI:30685043	760	2
GI:15225134	456	38
GI:15225135	514	10
GI:15225136	543	12
GI:145360522	443	11
GI:15225138	457	35
GI:42569534	476	44
GI:30685071	491	5
GI:30685076	469	5
GI:145361625	421	5
GI:15225141	662	8
GI:15225142	1144	18
GI:15225149	350	2
GI:15225150	113	1
GI:42571007	174	3
GI:42571009	532	4
GI:30685093	522	4
GI:18402797	548	4
GI:145330328	547	4
GI:15225153	641	44
GI:30685105	671	1
GI:42569537	1556	24
GI:15225156	735	13
GI:15225157	585	2
GI:42569539	143	1
GI:18402822	120	1
GI:18402825	95	1
GI:79323842	86	2
GI:79323865	390	2
GI:42570346	390	2
GI:79323898	82	2
GI:30685131	1959	14
GI:18402837	1316	1
GI:15225164	147	1
GI:186504650	37	0
GI:42569541	479	11
GI:30685146	241	5
GI:79323918	838	3
GI:42569543	865	3
GI:42569545	594	18
GI:15225172	183	3
GI:15225174	188	3
GI:18402856	560	5
GI:15225178	254	4
GI:30685164	144	5
GI:30685167	144	5
GI:15225180	144	5
GI:18402869	275	13
GI:18402871	296	2
GI:30685174	295	2
GI:18402873	135	2
GI:42571011	113	2
GI:15225186	244	2
GI:15225187	563	17
GI:30685183	563	17
GI:15225192	157	9
GI:79567606	353	50
GI:18402886	263	7
GI:30685195	415	5
GI:30685200	449	5
GI:186504690	463	5
GI:30685202	504	5
GI:238479409	571	5
GI:15225202	139	4
GI:145330330	66	4
GI:18402895	71	4
GI:79567608	75	4
GI:18402900	71	4
GI:15225207	135	4
GI:30685224	572	3
GI:30685228	310	1
GI:240254562	1333	4
GI:42569554	807	18
GI:42571013	805	18
GI:186504717	805	18
GI:145330332	807	18
GI:15225218	332	3
GI:15225219	339	17
GI:42571015	92	1
GI:15225221	163	4
GI:30685252	577	11
GI:240254564	456	5
GI:15225223	261	4
GI:145330334	250	2
GI:42569557	325	2
GI:186504734	525	4
GI:238479418	532	4
GI:238479416	537	4
GI:240254566	360	2
GI:145360542	242	1
GI:15225233	175	1
GI:186504743	725	20
GI:18402955	168	4
GI:79323951	851	20
GI:18402957	895	22
GI:18402960	921	19
GI:15225241	523	5
GI:79323968	417	5
GI:240254568	891	3
GI:15225684	409	18
GI:15225685	489	16
GI:15225686	802	2
GI:145330336	478	50
GI:15225687	490	50
GI:15225688	288	4
GI:18402981	447	3
GI:42571017	410	3
GI:145330338	64	1
GI:30685321	276	1
GI:15225692	372	49
GI:15225693	239	1
GI:30685335	755	24
GI:15225704	755	25
GI:30685342	322	3
GI:30685347	371	3
GI:18403016	183	5
GI:145360548	671	1
GI:18403023	277	1
GI:42569566	757	24
GI:15225712	757	22
GI:15225722	624	26
GI:42569568	585	2
GI:42571019	385	2
GI:42571021	139	4
GI:18403036	139	4
GI:186504809	189	3
GI:30685372	589	45
GI:30685375	285	14
GI:15225727	890	45
GI:238479425	191	4
GI:15225728	201	4
GI:238479429	172	4
GI:238479427	193	4
GI:18403052	787	7
GI:30685392	787	7
GI:30685398	787	7
GI:145323105	785	7
GI:79593803	787	7
GI:30685401	787	7
GI:18403054	289	3
GI:30685413	286	3
GI:15225731	134	5
GI:15225733	1004	2
GI:15225734	468	11
GI:15225735	509	11
GI:30685426	352	2
GI:79324025	276	2
GI:18403073	108	1
GI:15225737	516	18
GI:42571023	545	19
GI:30685435	428	19
GI:18403083	1083	3
GI:145330340	71	1
GI:145330342	64	1
GI:18403085	177	23
GI:30685443	851	50
GI:18403090	887	22
GI:79567610	249	6
GI:15225748	542	11
GI:145330344	95	1
GI:30685461	337	3
GI:42571025	291	3
GI:18403106	650	4
GI:30685467	670	4
GI:42571027	614	50
GI:30685472	613	50
GI:42569575	416	5
GI:30685481	318	4
GI:145330346	72	2
GI:15225754	77	1
GI:30685491	742	1
GI:30685496	205	2
GI:42569577	691	8
GI:15225757	440	6
GI:18403134	453	15
GI:42569579	878	10
GI:15225760	675	8
GI:42569581	257	6
GI:18403144	577	1
GI:18403146	296	1
GI:15225764	525	26
GI:30685531	508	2
GI:186504887	62	1
GI:15225772	649	2
GI:15225775	864	45
GI:15225778	218	46
GI:15227257	325	3
GI:15225783	800	47
GI:30685551	808	50
GI:79324051	471	46
GI:15225787	471	46
GI:15225789	740	42
GI:15225791	248	4
GI:15225793	1036	20
GI:30685571	217	14
GI:15225796	221	14
GI:79324082	229	14
GI:15225797	103	2
GI:15225798	462	12
GI:15225803	664	50
GI:15225805	1124	50
GI:238479431	173	1
GI:15225807	166	1
GI:15225809	379	23
GI:15225811	376	18
GI:240254570	422	5
GI:30685604	585	11
GI:18403216	143	2
GI:15225816	431	12
GI:79324108	80	2
GI:42569586	1770	23
GI:18403223	299	1
GI:145361638	245	1
GI:15225823	436	1
GI:15225825	273	9
GI:15225827	408	3
GI:15225829	651	15
GI:186504949	276	6
GI:15225833	246	26
GI:30685642	247	26
GI:186504957	246	26
GI:15225835	602	5
GI:18403243	304	8
GI:240254574	525	5
GI:240254572	525	5
GI:79324134	485	6
GI:79567612	410	4
GI:145330348	409	4
GI:15226101	603	4
GI:145330350	448	4
GI:15226102	140	3
GI:15226103	236	11
GI:79324170	194	9
GI:30685673	365	2
GI:15226104	98	1
GI:30685680	272	1
GI:15226106	404	19
GI:15226107	1039	6
GI:15226108	219	11
GI:30685698	979	1
GI:30685703	247	1
GI:18403278	143	1
GI:30685713	224	3
GI:42571029	202	4
GI:18403285	202	4
GI:15226119	268	50
GI:186505013	266	50
GI:30685727	623	5
GI:30685731	402	13
GI:42571031	401	13
GI:186505018	74	1
GI:30685734	189	2
GI:15226123	97	1
GI:30685740	465	40
GI:30685744	1241	12
GI:30685749	314	1
GI:18403316	395	1
GI:18403319	496	6
GI:15226133	664	47
GI:30685765	193	1
GI:15226134	321	26
GI:15226135	321	28
GI:30685774	469	1
GI:186505052	351	20
GI:42571033	351	20
GI:30685781	351	20
GI:18403332	351	20
GI:15226138	480	5
GI:30685792	565	6
GI:30685797	150	1
GI:15226140	501	19
GI:15226150	727	50
GI:15226151	71	1
GI:15226152	380	41
GI:42571035	69	1
GI:15226153	218	19
GI:15226154	326	2
GI:15226155	733	50
GI:18403358	119	2
GI:15226156	182	2
GI:30685818	156	2
GI:30685825	358	15
GI:42571037	347	16
GI:15226158	583	50
GI:30685832	907	4
GI:30685837	110	2
GI:15226165	204	3
GI:15226166	239	4
GI:42571039	212	1
GI:42571041	109	2
GI:15226167	303	1
GI:18403387	131	28
GI:42569598	311	2
GI:30685858	108	7
GI:18403392	106	7
GI:30685865	587	1
GI:30685869	385	2
GI:18403397	182	7
GI:145330352	93	6
GI:145330354	89	6
GI:18403399	267	2
GI:42570359	144	1
GI:15226178	608	36
GI:240254578	218	50
GI:30685885	378	2
GI:18403412	302	8
GI:79567614	263	9
GI:15226188	151	1
GI:79567616	300	2
GI:79567618	610	4
GI:42569601	566	4
GI:30685906	442	5
GI:18403429	553	5
GI:18403431	248	1
GI:15226205	346	50
GI:18403435	385	40
GI:18403438	345	34
GI:42571043	471	2
GI:30685922	445	2
GI:238479444	345	2
GI:42569603	345	2
GI:15226218	123	2
GI:15226220	70	1
GI:79324191	81	1
GI:15226224	170	12
GI:30685943	700	5
GI:79324228	821	8
GI:18403464	130	3
GI:15226238	523	3
GI:238479446	523	3
GI:15226241	502	50
GI:79324240	111	1
GI:186505210	31	0
GI:15226243	524	18
GI:42569605	222	1
GI:186505223	989	4
GI:145360598	753	6
GI:186505227	56	1
GI:186505233	670	10
GI:15226252	716	11
GI:186505237	52	1
GI:238479448	687	14
GI:79324249	475	4
GI:15226261	475	4
GI:18403495	353	2
GI:42571045	296	2
GI:15226265	374	1
GI:15226266	391	15
GI:15226269	265	37
GI:79324263	770	43
GI:15226271	770	43
GI:30685999	242	4
GI:18403515	242	4
GI:30686003	242	4
GI:18403519	246	1
GI:15226275	292	7
GI:15226277	143	2
GI:18403527	136	2
GI:30686019	525	11
GI:42570361	523	12
GI:42571047	1280	1
GI:240254581	480	49
GI:15226292	469	32
GI:30686032	509	3
GI:15226298	288	10
GI:15226301	617	50
GI:79324285	540	8
GI:42569609	540	8
GI:18403546	265	23
GI:18403549	266	23
GI:15226309	172	4
GI:79324303	152	2
GI:18403553	151	2
GI:30686068	280	2
GI:79324312	276	2
GI:15226754	275	2
GI:15226755	178	4
GI:15226756	499	4
GI:15226758	495	4
GI:15226760	401	13
GI:30686095	164	1
GI:42571051	241	2
GI:42569613	282	2
GI:79324323	288	2
GI:30686104	271	2
GI:15226777	335	32
